num,title
355,  专访∶瑞安房地产料中国货币政策继续放松、楼市销量回升 -2-
356,  专访∶瑞安房地产料中国货币政策继续放松、楼市销量回升 -2-
357,  总统现身脱口秀 奥巴马再创第一
358, （下）
359, （下）
360, （下）
361, *ST TCL将低压电器子公司股份出售给罗格朗公司
362," *ST TCL上半年扭亏为盈，实现净利润人民币4,510万元"
363," *ST TCL上半年扭亏为盈，实现净利润人民币4,510万元"
364," *ST TCL上半年扭亏为盈，实现净利润人民币4,510万元"
365, *ST大唐信息披露违规，上海证交所予以公开谴责
366, *ST东方A 2007年扭亏为盈，实现利润人民币6.9095亿元
367, ：Bancroft家族告知董事会该家族将与新闻集团会晤
368, ?太投资同意收购福克斯所持凤凰卫视股份
369, “安然”今安在？
370, “必应”推动微软搜索市场占有率增长
371, “超级基金”总资产可能不超过300亿美元－CNBC
372, “大到不能倒”的银行可能面临额外的资本附加费
373, “刀锋战士”将面临谋杀指控
374, “道指狗股”2012年叫得不够响
375, “德意志”入股中资银行
376, “底特律三巨头”汽车质量上升
377, “点击经济”在现实中遭遇挑战
378, “毒丸策略”即将寿终正寝？
379, “海归”成就中国梦（上）
380, “海归”成就中国梦（上）
381, “黑色星期五”美国销售额同比略有增长
382, “黑天鹅”吸引中投等主权财富基金关注
383, “宏观”对冲基金2011年跌幅超过10%－指数
384, “胡奥会”将上演汇率和贸易博弈战（上）
385, “胡奥会”将上演汇率和贸易博弈战（上）
386, “记忆衰退”背后的秘密
387, “金融危机责任费”或导致通用电气今年上缴逾8亿美元税款
388, “金猪”难登央视广告
389, “剧情广告”走红日本
390, “恐慌”指标表明市场并不恐慌
391, “两房”CEO大幅加薪 议员批不合情理
392, “两房”寻找掌门人
393, “两房”与Cuomo就修改与房屋估价者交易的行为准则达成一致
394, “两房”援救行动成效与疑问并存（上）
395, “两房”援救行动成效与疑问并存（上）
396, “两房”拯救方案的赢家和输家
397, “两拓”或在与中国的铁矿石谈判中赢得85%的提价－报导
398, “林旋风”让常春藤大学球员争提当年勇
399, “伦敦鲸”是如何游进急流漩涡的？（上）
400, “伦敦鲸”是如何游进急流漩涡的？（上）
401, “伦敦鲸鱼”扰乱全球债市（上）
402, “伦敦鲸鱼”扰乱全球债市（上）
403, “伦敦鲸鱼”造成的交易损失或导致摩根大通奖金减半－报导
404, “美国制造”能让Nexus Q抢占先机吗？
405, “末日博士”未能预见到马多夫骗局
406, “内讧”暴露日本航空深层矛盾
407, “偶像”归来
408, “桑迪”过後 取款机前排长龙
409, “塑化剂”风波冲击中国白酒业
410, “塑化剂”风波冲击中国白酒业（上）
411, “塑化剂”风波冲击中国白酒业（上）
412, “网络皇后”寄情中国互联网类股
413, “小器”也能成大业
414, “债券之王”格罗斯12月份增持美国国债，减持MBS
415, “债券之王”格罗斯2月份减持美国国债和MBS，增持垃圾债
416, “中国风险”逼近日本股市 - 《日本经济新闻》
417, “中国制造”不再便宜（上）
418, “中国制造”不再便宜（上）
419, “中国制造”涨价 墨西哥成最大受益者 (上)
420, “中国制造”涨价 墨西哥成最大受益者 (上)
421, “追随力”成管理学新热点
422, “走光”会议纪要现中国改革辩论
423, 《阿凡达》热潮席卷全球
424, 《阿凡达》推动美国周末电影票房再创新高
425, 《巴伦周刊》： 2011年全球30位最佳CEO（上）
426, 《巴伦周刊》： 2011年全球30位最佳CEO（下）
427, 《巴伦周刊》500强榜首从美国军费开支获利
428, 《巴伦周刊》交易员周记：标准普尔500指数收于12个月高点
429, 《巴伦周刊》交易员周记：道指上涨1.2%，至52周高点
430, 《巴伦周刊》交易员周记：股市上涨1.4%，连续第四周告涨
431, 《巴伦周刊》交易员周记：美股反弹，那斯达克指数触11年高点
432, 《巴伦周刊》交易员周记：美股反弹终于启动，但涨势堪忧
433, 《巴伦周刊》交易员周记：美股结束五周连涨行情，道指跌0.5%
434, 《巴伦周刊》交易员周记：美股上周走高，投资者专注有利消息
435, 《巴伦周刊》交易员周记：美国股市10月份表现有望创25年最佳
436, 《巴伦周刊》交易员周记：收益季启动有望使市场重归基本面
437, 《巴伦周刊》交易员周记：指数和标准普尔指数上周走低
438, 《百万碎片》事件在出版界引发争议
439, 《布鲁诺》成为上周末票房冠军
440, 《财富》杂志全球500强中美国企业总数下降，中国企业数量飙升
441, 《财经》经营团队高层集体辞职 前景未卜（上）
442, 《财经》在物权法付诸表决之际推迟发行
443, 《超人∶钢铁之躯》首映周末表现不俗
444, 《达芬奇密码》全球首映狂卷2.24亿美元票房
445, 《大破天幕杀机》重回北美周末票房榜榜首
446, 《德州电锯杀人狂3D》周末北美票房榜夺冠
447, 《谍影重重4》登顶北美周末票房榜
448, 《碟中谍4》登顶圣诞节周末美国电影票房榜
449, 《敢死队2》登顶周末美国票房榜
450, 《钢铁侠3》海外票房成绩不俗
451, 《钢铁侠3》票房创佳绩 凸显漫威影业实力
452, 《哈利·波特》曲终人气不散（上）
453, 《哈利·波特》曲终人气不散（上）
454, 《黑暗骑士崛起》连续三周北美票房榜夺冠
455, 《华尔街日报》2009年度技术创新奖揭晓
456, 《华尔街日报》2011年头条新闻∶苹果
457, 《华尔街日报》Steiger称默多克的收购不会影响到对中国的报导
458, 《华尔街日报》Steiger对新闻集团收购感到心情矛盾但怀有希望
459, 《华尔街日报》编辑在新加坡因藐视法庭罪被罚款
460, 《华尔街日报》蝉联美国工作日平均发行量冠军
461, 《华尔街日报》第三季度广告收入预计与上年同期相对持平
462, 《华尔街日报》及《纽约邮报》大幅下调广告价格-《金融时报》
463, 《华尔街日报》美国最佳CFO评选结果出炉（一）
464, 《华尔街日报》美国最佳CFO评选结果出炉（一）
465, 《华尔街日报》美国最佳CFO评选结果出炉（一）
466, 《华尔街日报》美国最佳CFO评选结果出炉（一）
467, 《华尔街日报》美国最佳CFO评选结果出炉（一）
468, 《华尔街日报》欧洲版发行交易通过审核
469, 《华尔街日报》荣膺两项普利策奖
470, 《华尔街日报》社论获普利策奖
471, 《华尔街日报》赢得普利策公共服务奖
472, 《华尔街日报》赢得普利策公共服务奖
473, 《华尔街日报》周四财经要闻
474, 《华尔街日报》主编将执掌新闻集团分拆後的出版公司
475, 《华尔街日报》驻中国记者呼吁拒绝默多克的收购建议
476, 《霍比特人》登顶周末北美票房榜
477, 《饥饿游戏》二度蝉联美国周末票房冠军
478, 《街尾之宅》和《警戒结束》登顶北美票房榜
479, 《金融时报》：BC Partners的60亿欧元融资活动提供优厚条件
480, 《金融时报》：德意志银行股票评级被下调，股价触及5年低点
481, 《金融时报》向员工提出每周工作三天的选择－报纸
482, 《禁运品》领跑美国上周末票房榜
483, 《巨人杀手杰克》上映首周末票房惨淡
484, 《开普敦公约》为飞机融资带来福音
485, 《里约大冒险》领跑美国周末票房榜
486, 《林肯》获12项奥斯卡提名 领跑提名名单
487, 《龙虎少年队》问鼎北美周末票房榜
488, 《美国队长》登顶美国周末票房榜
489, 《迷失》大结局将播 观众或继续迷失
490, 《魔境仙踪》上映首周末领跑北美票房榜
491, 《魔兽世界》最新版获中国监管部门批准
492, 《暮光4-（下）》轻松登顶周末北美票房榜
493, 《暮光4（下）》再度蝉联北美周末票房榜
494, 《暮光之城》胜《布偶》蝉联票房冠军
495, 《纽约时报》记者被迫离开中国大陆
496, 《纽约时报》记者逃出塔利班战俘营
497, 《纽约时报》记者因涉嫌剽窃辞职
498, 《纽约时报》可能对核心在线读者收费
499, 《乔布斯传》透露“苹果教主”诸多轶事
500, 《人狼大战》成北美票房冠军
501, 《人民日报》：希拉里的网络自由演说虚伪可笑
502, 《人民日报》批评中国平安“天量”融资计划
503, 《人民日报》社论抨击谷歌
504, 《人猿星球》前传登顶美国周末票房榜
505, 《日本经济新闻》：预计2006年日本对中国的直接投资将下降
506, 《商业周刊》欧洲版和亚洲版面临停刊
507, 《商业周刊》任命新总编  计划大幅裁员
508, 《商业周刊》总裁William P. Kupper Jr将退休>MHP
509, 《身份窃贼》重返北美票房冠军宝座
510, 《使命召唤：现代战争2》打破首日销量纪录
511, 《世界新闻报》窃听案开庭日期确定
512, 《消费者报导》年度汽车排行榜 本田居首
513, 《消费者报导》十大最佳车型均为日本车
514, 《消费者报告》：别买iPhone 4
515, 《新年前夜》引领上周末美国票房榜
516, 《新闻周刊》出版最後一期纸质版
517, 《新闻周刊》将抛弃印刷版
518, 《新闻周刊》内部宣布裁员
519, 《星际迷航∶暗黑无界》登顶美国票房榜
520, 《勇者行动》问鼎北美周末票房冠军
521, 《雨果》和《艺术家》领跑奥斯卡提名
522, 《猿球崛起》登顶美国周末票房榜
523, 《中俄联合声明》将深化两国能源合作
524, 06年全球手机发货量将达到10亿部 - 报告
525, 08年原油价格或进一步下跌，受需求骤降影响－雷曼兄弟
526, 08年中国从沙特阿拉伯的石油进口量将增加38%－报导
527, 09款本田飞度：最佳汽车的有力竞争者
528, 10家财团竞标沙特第二张固话经营执照
529, 10月份澳门博彩业收入创纪录
530, 10月份美国销量折合成年率可能创今年最高水平－丰田管理人士
531, 10月全球IPO疲软 中国居冠
532, 10准则应对即将崩盘的债市
533, 1-10月梅塞德斯-奔驰轿车在中国地区的销量增长60%－新华社
534, 11寸超便携笔记本电脑推荐
535," 11月前28天中国四大银行新增贷款超过人民币1,400亿元－报导"
536, 12家手机运营商表示，将推出一款基于3G技术的低价手机
537, 14家航运公司将上调亚洲-美国航线运费费率－行业论坛
538, 15家国际公司有意参与伊拉克气田项目竞标－官员
539, 16家大型国企备选国家外汇投资公司的投资组合－报导
540, 1月19日当周Fed资产规模收缩
541," 1月份前两周中国银行业信贷投放近人民币9,000亿元－报导"
542, 1月份全球并购交易总额降至三年最低水平－Thomson
543, 2004年全球外国投资增长24%
544, 2005年全球发债规模较2004年增长5% - Dealogic
545, 2005年商界女性50强中的亚洲人：当红女杰
546, 2005年商界女性50强中的亚洲人：机构名人
547, 2005年商界女性50强中的亚洲人：潜力新星
548, 2005年深圳港口集装箱货物吞吐量增长19%，受出口提振
549, 2005年亚洲创新奖：铜奖－安捷伦科技
550, 2005亚洲创新奖：环球企都奖
551, 2006年投资银行来自中国和印度的收入创历史新高
552, 2006年中国互联网用户数增加23%，至1.37亿
553, 2007年抵押贷款拖欠严重
554, 2007年中国取代南非成为全球最大的黄金生产国
555, 2008年第四季度全球智能手机销量增幅放缓至3.7%－Gartner
556, 2008年全球半导体行业收入下降逾5%－Gartner
557, 2008年全球债券发行额较上年下降28%－Dealogic
558," 2008年新疆原油产量有望达到2,740万吨－中石化集团"
559, 2008年中国500强企业净利润首次超过美国500强－调查
560," 2009年钯市场供应过剩760,000盎司－Johnson Matthey"
561," 2009年铂市场供应过剩285,000盎司－Johnson Matthey"
562, 2009年金价向何处去？
563, 2009年上半年全球奢侈品销售额或下降15%-20%－贝恩顾问公司
564, 2009年是新股投资绝佳时机
565, 2009年下半年平均铜价可能为每磅1.50美元－花旗集团
566," 2009年中国3G网络投资总计人民币1,609亿元"
567, 2009年中国的精炼铜消费量将增长2%－江西铜业股份
568, 2009年最佳和最差广告
569, 2010-11年铁矿石合同价格将上涨50%－美林
570, 2010年美国IPO市场明星：中国公司
571, 2010年美国薪酬最高的CEO（上）
572, 2010年美国薪酬最高的CEO（下）
573, 2010年欧元区经济或将增长2%，2011年增幅或为1.5%－报告
574, 2010年全球稀土需求或将较2009年增长56%－Lynas
575, 2010年台湾对大陆投资大幅增长－报导
576, 2010年铜精矿加工费较今年降幅最高达40%－知情人士
577, 2010年亚洲最佳分析师评选：香港
578, 2010年亚洲最佳分析师评选：中国内地
579, 2010亚洲企业200强：韩国公司排行榜
580, 2010亚洲企业200强：科技的胜利
581, 2010亚洲企业200强：日本公司排行榜
582, 2010亚洲企业200强：香港公司排行榜
583, 2011年的苹果：业绩利好 乔布斯健康利空
584, 2011年高科技消费品展望
585, 2011年金价或将继续走高－普华永道调查
586, 2011年科技领域的创新发明(上)
587, 2011年科技领域的创新发明(上)
588, 2011年空中客车飞机交付量超过预期－知情人士
589, 2011年摩根大通投行部门人均年薪较上年下降7.6%
590, 2011年哪些CEO的日子最难过？
591, 2011年哪些工作最热门
592, 2011年热门电子产品抢先看（上）
593, 2011年热门电子产品抢先看（上）
594, 2011年亚洲保险行业的行业整合可能会加快－瑞士再保险
595," 2011年中国从伊朗进口原油2,776万吨，较上年增30%"
596, 2011年中国收紧信贷无碍中资银行股表现
597, 2011年中国原铝市场供求将大致平衡－挪威海德鲁公司
598, 2012-2021年“两房”还将花费政府420亿美元－美国会预算办公室
599, 2012年第四季度全球个人电脑发货量下降6.4%
600, 2012年美国高评级公司债发行量突破1万亿美元
601, 2012年秘鲁铜产量预计将增长5%－Scotiabank
602, 2012年去哪里投资
603, 2012年全年美国汽车行业销量超出预期
604, 2012年全球IPO市场总体萧条
605, 2012年全球手机销量下滑1.7% - Gartner
606, 2012年全球手机销量下滑1.7% - Gartner
607, 2012年全球手机销量下滑1.7% - Gartner
608, 2012年全球手机销量下滑1.7% - Gartner
609, 2012年全球手机销量下滑1.7% - Gartner
610, 2012年全球手机销量下滑1.7% - Gartner
611, 2012年全球油气项目支出料将达到创纪录水平－巴克莱
612, 2012年投哪里？美国
613, 2012年最佳与最差广告创意（一）
614, 2012年最佳与最差广告创意（一）
615, 2013年铂市场将维持供应短缺局面 - 庄信万丰
616, 2013年风险资本将抑制对风险的胃口（上）
617, 2013年美国风电行业或难再现火热局面
618, 2013年前的低利率水平将支撑金价－高盛
619, 2013年全球半导体制造设备支出将下降8.5% - Gartner
620, 2013年投资者最可能犯的五大错误
621, 2013年亚太大宗股票交易规模将再超IPO
622, 2014年的欧洲银行业压力测试能消除所有压力麽？
623, 2015年以前铁矿石价格将在每吨150美元上方－Wood Mackenzie
624, 2015年中国国产煤炭将丧失对进口煤炭的竞争力－Woodmac
625, 2020年中国风电规划目标有望增加一倍－新华社
626, 20世纪福克斯状告华纳兄弟新片《守望者》侵权
627, 24家移动通信运营商成立联盟以开发开放式应用软件平台
628, 25分钟补救低效率妙招
629, 2D版《阿凡达》在中国院线也遭“强拆”
630, 2月份欧洲汽车销量下降18%
631, 3 Group与雅虎签订战略合作协议>YHOO
632, 3 Italia上半年客户达640万户，较上年同期增长16% -2-
633, 3 Italia上半年客户达640万户，较上年同期增长16% -2-
634, 3 Italia上半年客户达640万户，较上年同期增长16% -2-
635, 3 Italia上半年客户达640万户，较上年同期增长16% -2-
636, 3 Italia首席执行长：主要股东可能选择出售3 Italia部分股权
637, 3 Italia希望其La3服务在2006年能新增50万用户
638, 3 Mobile计划削减成本，提升市场占有率－《金融时报》
639, 3 Scandinavia推出MP3手机
640, 3 Scandinavia推出MP3手机
641, 3 UK 4个月内出售100万首下载音乐
642, 3 UK赢得与O2之间就广告引起的诉讼
643, 3 UK与新力博德曼签署音乐下载协议
644, 30家全球金融机构被列入系统风险名单－《金融时报》
645, 30家银行将分担英国保诚集团配股风险－《金融时报》
646, 360攻入搜索市场 百度奋起反击
647, 360与百度在搜索领域展开攻防战 (上)
648, 360与百度在搜索领域展开攻防战 (中)
649, 360与百度在搜索领域展开攻防战 (中)
650, 361度国际有限公司首日上市收盘上涨8%，香港IPO市场复苏
651, 3Com Corp.获得合资公司Huawei-3Com多数股权>COMS
652, 3Com Corp第三财季每股亏损1美分，上年同期每股亏损8美分>COMS
653," 3Com：陪审团判定公司在针对瑞昱半导体诉讼中获赔4,530万美元"
654, 3Com称不会向华为提供敏感数据
655, 3Com出价竞购华为在双方合资公司H-3C的股权>COMS
656," 3Com的收购协议附带6,600万美元解约费 >COMS"
657, 3Com股东发起诉讼以阻止Bain和华为的联手收购
658, 3Com股东接受Bain Cap收购提议，但后者已经放弃收购计划>COMS
659, 3Com建议股东批准Bain Capital和华为技术的收购计划 >COMS
660, 3Com将被Bain Capital以22亿美元现金收购
661, 3COM将被出售给Bain Capital和华为技术 >COMS
662," 3Com将向Bain Capital索取6,600万美元的解约费 >COMS"
663, 3Com任命毛渝南担任首席执行长 >COMS
664, 3Com收购交易华盛顿遇阻
665, 3D电视未能力挽行业降价大潮
666, 3i Group设立顾问委员会以加强中国地区业务
667, 3i Group准备成立一家人民币基金；倾向于寻找本地合作伙伴
668, 3M公司第三财政季度净利润增长6.7%，受利润率提高推动
669, 3M公司计划在台湾设立一座半导体研磨厂－报导
670, 3M公司将联想集团从锂电池专利侵权调查对象中排除
671, 3M公司与加拿大Eurotex就后者侵犯前者专利权案达成和解
672," 3M公司预计将有1,000名美国员工在2月1日前自愿退休 >MMM"
673, 3M公司指控索尼公司等多家消费电子产品企业侵犯其专利权
674," 3M拟斥资1,000万美元在台湾建立研发中心；重申2011年资本支出"
675, 3家大型石油公司将为收购PetroKazakhstan展开竞争
676, 3月份西班牙银行业不良贷款率创17年新高
677, 4G智能手机牺牲电量换来速度(上)
678, 4G智能手机牺牲电量换来速度(下)
679, 500强公司兴起“志愿服务热”
680, 51job第三季度净利润增长59%，受在线招聘业务增长推动>JOBS
681, 51job第三季度净利润增长59%，受在线招聘业务增长推动>JOBS
682, 5家基础投资者将向美国友邦保险投资19亿美元－合约细则
683, 5家全球性企业参与印度BSNL的GSM线路采购投标
684, 5月份谷歌搜索引擎的市场占有率仍遥遥领先 - ComScore
685, 5月美国IPO市场冷热不均
686, 6月29日登记在册的加州联合石油股东有权对并购案投票表决
687, 6月份ICE布伦特原油期货成交规模创纪录高位－ICE
688," 7,000亿美元救助计划负责人头号候选人退出竞聘－消息人士"
689, 7300万人游世博 刷新世界记录（上）
690, 7300万人游世博 刷新世界记录（上）
691, 74人在埃塞俄比亚一中资油田遭袭杀
692, 787故障调查继续 美日专家结论或有不同
693, 787停飞 全球航空公司争相制定B计划
694, 7天连锁酒店集团同意私有化，估值6.96亿美元
695, 7月底中国商业成品油库存大幅上升－中国石油和化学工业协会
696, 852名村民就溃坝事故向紫金矿业索赔人民币1.705亿元
697, 8G计划──LCD生产商的“鸡肋”
698, 8家财团购买新加坡滨海湾综合度假胜地的招标文件
699, 8家上市企业存重大内控缺陷，包括佛山照明及北大荒等- 财政部
700, 8月份ETF撤资规模触及纪录水平；考虑行业增长後则不尽然
701, 8月份美国ETF资金流出规模可能创2010年以来最高水平
702, 9月份Paulson旗下复苏基金涨4.2%， 加强基金涨3.1% - 路透社
703, 9月全球高收益债券发行额降至2009年3月以来次高水平
704, A380发货再次延迟 空客重组压力陡增
705, A380发货再次延迟 空客重组压力陡增
706, A380客机引擎制造商失语遭抨击
707, AB Acquisitions将其对Alliance Boots的收购价上调至每股11.39英镑
708, AB Ports证实收到Macquarie Consortium至少每股840便士的收购提议
709, Abbey National将通过法国巴黎银行发行4亿港元2007年到期债券
710," ABB将在华建立投资规模达3,000万美元的合资公司"
711, ABB在中国获得价值约1.4亿美元的订单
712, ABC News、纽约时报公司及CNN的电脑被病毒感染-CNN
713, ABC News驻华盛顿记者站大楼发现的白色粉末为阿司匹林－官员
714, ABC News驻华盛顿记者站大楼因发现可疑包裹进行人员疏散
715, ABC与CBS将为苹果iPad提供附带广告的电视节目－知情人士
716, Aberdeen Asset Management：正在洽谈中国合资项目
717, Abertis和Autostrade同意进行合并
718, ABF与中国河北天露糖业集团达成合资公司组建协议
719, ABInbev出售所持青岛啤酒部分股权，交易规模6.67亿美元
720, AB-InBev计划重组英国业务以削减成本
721, Aboitiz Power与台湾电气的合资企业将在菲律宾兴建电厂
722, ACCC不反对沃达丰与和记黄埔将澳大利亚移动业务合并
723, ACCC将在9月份就澳洲银行剥离AXA Asia Pacific资产计划作决定
724, Access Industries将斥资33亿美元收购华纳音乐
725, Acco Brands将以8.6亿美元收购MeadWestvaco的消费类业务
726, Accor计划到2010年将旗下大中华地区酒店数量提高一倍
727, Accor计划加快在中国和印度的扩张
728, Ace Tempest Re将进军中国再保险市场
729, ACL Bank董事会批准该行易名、摘牌及新管理人士任命计划
730, ACS将出资22.2亿欧元向西班牙国家银行收购Fenosa 22%的股份
731, ACS将出资22.2亿欧元向西班牙国家银行收购Fenosa 22%的股份
732, ACS将出资22.2亿欧元向西班牙国家银行收购Fenosa 22%的股份
733, ACS接近达成收购中国中信建设超过10%股权的交易－报导
734, Actavis将以换股方式收购Warner Chilcott，交易价值50亿美元
735, Actavis取消收购Merck KGaA仿制药业务的计划
736, Actinver收购保德信金融集团墨西哥资产管理业务
737, Actions Semiconductor将美国存托股票价格定为每份8美元
738, Adaltis同意收购Shanghai Hua Tai Biotechnology >ADS.T
739, Adaro董事长：并不知道中国神华拟以40亿美元竞购Adaro一事
740, Addax∶尚未从加蓬政府方面得到有关油田牌照的通知
741, Adecco通过收购德国竞争对手找到新的首席执行长
742, Adelaide Bank：市场关于公司流动性问题的传言不实
743, Adelaide Bank：市场关于公司流动性问题的传言不实
744, Adidas Group控制锐步在中国的分销权
745," Adidas计划将中国店铺数量增加9%至6,100家－彭博资讯"
746, Adidas预计收购锐步(Reebok)每年可节省成本1.25亿欧元
747, Adidas争取2010年亚洲市场销售额达到35亿欧元－报导
748, Admiralty与中国武汉钢铁集团签订铁矿石供应协议
749, ADP/Macroeconomic Advisers预计10月非农就业人数增12.8万人
750, ADP/Macroeconomic Advisers预计8月非农就业人数增10.7万人
751," ADP：1月份私营部门就业人数增187,000人，预期增143,000人"
752, ADP：2月份私营部门就业人数增21.7万人，预期增17万人
753, ADP：2月份私营部门就业人数增21.7万人，预期增17万人
754," ADP：3月份私营部门就业人数增201,000人，预期增205,000人"
755," ADP：4月份私营部门就业人数增179,000人，预期增200,000人"
756," ADP：5月份私营部门就业人数仅增38,000人，预期增190,000人"
757," ADP：5月份私营部门就业人数仅增38,000人，预期增190,000人"
758, ADP：美国11月份私营部门就业人数增20.6万人，预期为增13万人
759," ADP：美国3月私营部门就业人数增209,000人，略超预期"
760," ADP：美国9月份私营部门就业人数增162,000人，略高于预期"
761," ADP：美国9月份私营部门就业人数增162,000人，略高于预期"
762, ADP∶美国5月份私营部门就业人数增加13.5万人，低于预期
763, ADP∶美国5月份私营部门就业人数增加13.5万人，低于预期
764, ADP-Macroeconomic Advisers料11月非农就业人数增15.8万
765, ADP-Macroeconomic Advisers预计8月份新增就业人数3.8万人
766, ADP-Macroeconomic Advisers预计8月份新增就业人数3.8万人
767, ADP-Macroeconomic Advisers预计9月新增就业人数5.8万
768, ADP-Macroeconomics Advisers预计2月非农就业人数增5.7万人
769, ADP-Macroeconomics Advisers预计6月份就业人数增加15万人
770, ADP-Macroeconomics Advisers预计6月份就业人数增加15万人-2-
771, ADP-Macroeconomics Advisers预计7月份就业人数增加4.8万人
772, ADP-Macroeconomics预计美国4月非农就业人数增6.4万
773, ADP-Macroeconomic预计5月非农就业人数增加9.7万人
774," ADP预计美国10月份私人部门就业人数减少157,000人"
775, ADP预计美国11月份私人部门新增就业人数18.9万人
776, ADP预计美国11月份私人部门新增就业人数18.9万人
777," ADP预计美国12月份私人部门就业人数减少693,000人"
778," ADP预计美国12月份私人部门就业人数减少693,000人"
779," ADP预计美国12月份私人部门就业人数减少693,000人"
780, ADP预计美国12月份私人部门新增就业4万人
781, ADP预计美国12月份私人部门新增就业4万人
782," ADP预计美国1月份私人部门就业人数减少522,000人"
783, ADP预计美国1月份私人部门新增就业13万人
784, ADP预计美国1月份私人部门新增就业13万人
785, ADP预计美国2月份私人部门就业人数减少2.3万人
786," ADP预计美国3月份私人部门就业人数增加8,000人"
787," ADP预计美国5月份私人部门就业人数增加40,000人"
788," ADP预计美国6月份私人部门就业人数减少79,000人"
789," ADP预计美国6月份私人部门就业人数减少79,000人 -2-"
790," ADP预计美国6月份私人部门就业人数减少79,000人 -2-"
791," ADP预计美国7月份私人部门就业人数增加9,000人"
792," ADP预计美国7月份私人部门就业人数增加9,000人 -2-"
793," ADP预计美国8月份私人部门就业人数减少33,000人"
794," ADP预计美国8月份私人部门就业人数减少33,000人"
795," ADP预计美国8月份私人部门就业人数减少33,000人"
796," ADP预计美国9月份私人部门就业人数减少8,000人"
797, ADVFN将组建中国合资企业，运营中文财经网站
798, AED Oil作价6亿澳元向中石化集团出售油田权益的交易已经完成
799, Aegean Airlines向空中客车订购8架A320飞机
800, Aegon获得在中国山东省开展寿险业务的执照
801, Aegon计划出售台湾业务－消息人士
802, Aegon将作价15亿英镑出售英国人寿及退休金业务－报导
803, Aegon因英国地产市场恐慌冻结规模为20亿英镑的英国地产基金
804, Aegon正在考虑寻求政府注资 >AEG
805, Aeon、沃尔玛分别提交与大荣公司的结盟计划 - 日本共同社
806, AEON信贷将与交通银行在中国信贷业务领域展开合作
807, AEP首席执行长：公司目前无意竞购TXU >AEP TXU
808, Aeroflot将以11.6亿美元购买八架波音777飞机；较目录价低47%
809, Aeroflot将于2010-16年从波音和空中客车各购买22架飞机-报导
810, Aeroflot因787梦想客机延迟交付计划向波音索赔1亿美元－报导
811, Affin Holdings将向东亚银行发行相当于其总股本15%的股票
812, AFK Sistema计划获得在华移动通信牌照－《俄罗斯商业日报》
